,Tarih,USD,EUR,GBP
3941,11-02-2020,5.9951,6.5644,7.7231
3942,12-02-2020,6.0271,6.5777,7.7741
3943,13-02-2020,6.0215,6.5729,7.7979
3944,14-02-2020,6.0459,6.5754,7.8298
3945,17-02-2020,6.047,6.555,7.8718
3946,18-02-2020,6.0351,6.5435,7.8532
3947,19-02-2020,6.0578,6.5596,7.8646
3948,20-02-2020,6.0581,6.5428,7.8594
3949,21-02-2020,6.0824,6.5654,7.8286
3950,24-02-2020,6.1023,6.5922,7.8659
3951,25-02-2020,6.1383,6.6409,7.9161
3952,26-02-2020,6.1218,6.6416,7.9245
3953,27-02-2020,6.1463,6.689,7.9521
3954,28-02-2020,6.1593,6.7344,7.935
3955,02-03-2020,6.2259,6.8592,8.0068
3956,03-03-2020,6.2192,6.8903,7.9419
3957,04-03-2020,6.1943,6.8889,7.9065
3958,05-03-2020,6.0904,6.7927,7.7777
3959,06-03-2020,6.0772,6.778,7.8265
3960,09-03-2020,6.0821,6.8604,7.8841
3961,10-03-2020,6.1098,6.9735,8.005
3962,11-03-2020,6.1151,6.9455,7.966
3963,12-03-2020,6.1502,6.9669,7.938
3964,13-03-2020,6.2264,7.0139,7.9376
3965,16-03-2020,6.2711,7.0099,7.869
3966,17-03-2020,6.3628,7.1143,7.8231
3967,18-03-2020,6.4528,7.1564,7.8385
3968,19-03-2020,6.4512,7.0871,7.7366
3969,20-03-2020,6.5154,7.055,7.5016
3970,23-03-2020,6.4839,6.9737,7.6265
3971,24-03-2020,6.5864,7.0484,7.6354
3972,25-03-2020,6.4943,7.0455,7.5874
3973,26-03-2020,6.4024,6.9271,7.6005
3974,27-03-2020,6.456,7.061,7.6813
3975,30-03-2020,6.4346,7.0896,7.8483
3976,31-03-2020,6.516,7.215,8.0579
3977,01-04-2020,6.5696,7.2107,8.0894
3978,02-04-2020,6.6428,7.2756,8.2002
3979,03-04-2020,6.6672,7.2849,8.2724
3980,06-04-2020,6.6903,7.2279,8.2228
3981,07-04-2020,6.7549,7.299,8.2941
3982,08-04-2020,6.7375,7.3253,8.2889
3983,09-04-2020,6.7705,7.3544,8.3321
3984,10-04-2020,6.7382,7.3235,8.3501
3985,13-04-2020,6.6877,7.3176,8.3293
3986,14-04-2020,6.7618,7.3954,8.4407
3987,15-04-2020,6.7752,7.4118,8.4938
3988,16-04-2020,6.8505,7.4871,8.562
3989,17-04-2020,6.9073,7.5145,8.6108
3990,20-04-2020,6.913,7.4906,8.5938
3991,21-04-2020,6.9082,7.5077,8.5937
3992,22-04-2020,6.9593,7.5398,8.5896
3993,23-04-2020,,,
3994,24-04-2020,6.9708,7.5729,8.592
3995,27-04-2020,6.9589,7.4903,8.5673
3996,28-04-2020,6.9675,7.559,8.6508
3997,29-04-2020,6.9881,7.5877,8.6996
3998,30-04-2020,6.9787,7.5764,8.6599
3999,01-05-2020,,,
4000,04-05-2020,6.9719,7.5827,8.6924
4001,05-05-2020,7.0151,7.6739,8.7124
4002,06-05-2020,7.055,7.6624,8.7683
4003,07-05-2020,7.1334,7.7112,8.8276
4004,08-05-2020,7.2209,7.7944,8.9143
4005,11-05-2020,7.096,7.6894,8.7724
4006,12-05-2020,7.0676,7.6509,8.7204
4007,13-05-2020,7.0121,7.5922,8.639
4008,14-05-2020,6.9789,7.5735,8.5641
4009,15-05-2020,6.9543,7.5122,8.4708
4010,18-05-2020,6.9041,7.4624,8.4063
4011,19-05-2020,,,
4012,20-05-2020,6.8596,7.4185,8.2994
4013,21-05-2020,6.7841,7.428,8.2964
4014,22-05-2020,6.7883,7.4499,8.2788
4015,25-05-2020,,,
4016,26-05-2020,,,
4017,27-05-2020,6.7917,7.4065,8.2592
4018,28-05-2020,6.7607,7.4299,8.3127
4019,29-05-2020,6.7894,7.4738,8.3063
4020,01-06-2020,6.8138,7.577,8.3838
4021,02-06-2020,6.8059,7.5724,8.4224
4022,03-06-2020,6.7817,7.5654,8.4923
4023,04-06-2020,6.7308,7.5439,8.4541
4024,05-06-2020,6.7476,7.5677,8.4409
4025,08-06-2020,6.7573,7.6644,8.5318
4026,09-06-2020,6.7714,7.6448,8.5671
4027,10-06-2020,6.7828,7.6453,8.5733
4028,11-06-2020,6.7777,7.7032,8.6384
4029,12-06-2020,6.7827,7.7125,8.587
4030,15-06-2020,6.8142,7.7097,8.5848
4031,16-06-2020,6.822,7.6741,8.5255
4032,17-06-2020,6.8254,7.7306,8.6167
4033,18-06-2020,6.8333,7.6884,8.5664
4034,19-06-2020,6.845,7.6992,8.5501
4035,22-06-2020,6.844,7.6739,8.4802
4036,23-06-2020,6.8422,7.6713,8.4723
4037,24-06-2020,6.844,7.7278,8.5213
4038,25-06-2020,6.8452,7.7363,8.545
4039,26-06-2020,6.8434,7.6796,8.4942
4040,29-06-2020,6.8417,7.6776,8.4717
4041,30-06-2020,6.8422,7.7082,8.4282
4042,01-07-2020,6.8432,7.672,8.3844
4043,02-07-2020,6.8432,7.6774,8.4644
4044,03-07-2020,6.8428,7.7211,8.5454
4045,06-07-2020,6.8422,7.6859,8.5109
4046,07-07-2020,6.8467,7.7356,8.542
4047,08-07-2020,6.8519,7.73,8.5427
4048,09-07-2020,6.8523,7.7308,8.5788
4049,10-07-2020,6.853,7.7688,8.65
4050,13-07-2020,6.8514,7.7309,8.617
4051,14-07-2020,6.8528,7.76,8.632
4052,15-07-2020,,,
4053,16-07-2020,6.8524,7.7815,8.569
4054,17-07-2020,6.845,7.8021,8.5697
4055,20-07-2020,6.8439,7.8083,8.5749
4056,21-07-2020,6.8438,7.8391,8.6017
4057,22-07-2020,6.8429,7.8296,8.6695
4058,23-07-2020,6.8372,7.893,8.658
4059,24-07-2020,6.8348,7.9191,8.6796
4060,27-07-2020,6.8353,7.9298,8.693
4061,28-07-2020,6.8364,8.0074,8.7676
4062,29-07-2020,6.8846,8.07,8.8447
4063,30-07-2020,6.9372,8.1481,8.976
4064,31-07-2020,,,
4065,03-08-2020,,,
4066,04-08-2020,6.9372,8.1481,8.976
4067,05-08-2020,6.9334,8.1676,9.0383
4068,06-08-2020,6.9872,8.2718,9.148
4069,07-08-2020,7.1593,8.486,9.4092
4070,10-08-2020,7.2661,8.5939,9.4985
4071,11-08-2020,7.2996,8.585,9.5104
4072,12-08-2020,7.2483,8.5299,9.4714
4073,13-08-2020,7.2865,8.5658,9.4873
4074,14-08-2020,7.3147,8.6564,9.5556
4075,17-08-2020,7.3445,8.671,9.5906
4076,18-08-2020,7.3677,8.7328,9.6336
4077,19-08-2020,7.3679,8.7678,9.6839
4078,20-08-2020,7.3477,8.771,9.7074
4079,21-08-2020,7.2952,8.6389,9.5484
4080,24-08-2020,7.2156,8.5281,9.4965
4081,25-08-2020,7.3372,8.6764,9.6069
4082,26-08-2020,7.3674,8.708,9.6436
4083,27-08-2020,7.3459,8.6755,9.6422
4084,28-08-2020,7.3174,8.6521,9.6464
4085,31-08-2020,7.305,8.6897,9.6867
4086,01-09-2020,7.3261,8.7284,9.7421
4087,02-09-2020,7.3421,8.7979,9.851
4088,03-09-2020,7.3563,8.7321,9.8064
4089,04-09-2020,7.3994,8.7435,9.8108
4090,07-09-2020,7.4133,8.7822,9.8311
4091,08-09-2020,7.4349,8.7938,9.7883
4092,09-09-2020,7.4537,8.7994,9.742
4093,10-09-2020,7.467,8.7855,9.6402
4094,11-09-2020,7.4553,8.8228,9.68
4095,14-09-2020,7.4396,8.8172,9.5181
4096,15-09-2020,7.4689,8.858,9.5837
4097,16-09-2020,7.4668,8.8759,9.6084
4098,17-09-2020,7.4678,8.8606,9.6406
4099,18-09-2020,7.5152,8.8648,9.7159
4100,21-09-2020,7.5344,8.9295,9.7601
4101,22-09-2020,7.572,8.943,9.7362
4102,23-09-2020,7.6251,8.9553,9.7466
4103,24-09-2020,7.657,8.959,9.7185
4104,25-09-2020,7.663,8.9277,9.7419
4105,28-09-2020,7.5546,8.805,9.6166
4106,29-09-2020,7.7507,9.0268,9.9373
4107,30-09-2020,7.808,9.1281,10.0309
4108,01-10-2020,7.7522,9.0835,9.9276
4109,02-10-2020,7.6946,9.0376,9.8975
4110,05-10-2020,7.7288,9.0598,9.9674
4111,06-10-2020,7.7307,9.0815,9.9882
4112,07-10-2020,7.7452,9.1257,10.0278
4113,08-10-2020,7.8267,9.2058,10.0748
4114,09-10-2020,7.8931,9.2859,10.1864
4115,12-10-2020,7.9072,9.3242,10.221
4116,13-10-2020,7.8673,9.2889,10.2307
4117,14-10-2020,7.8778,9.2866,10.2586
4118,15-10-2020,7.9205,9.2986,10.2208
4119,16-10-2020,7.9116,9.2724,10.2416
4120,19-10-2020,7.9129,9.2692,10.2075
4121,20-10-2020,7.8778,9.253,10.2129
4122,21-10-2020,7.8761,9.2874,10.1822
4123,22-10-2020,7.8179,9.2677,10.18
4124,23-10-2020,7.8025,9.2387,10.2142
4125,26-10-2020,7.9379,9.3941,10.363
4126,27-10-2020,8.0285,9.4924,10.4486
4127,28-10-2020,8.1211,9.5974,10.5639
4128,29-10-2020,,,
4129,30-10-2020,8.1211,9.5974,10.5639
4130,02-11-2020,8.3082,9.6985,10.7367
4131,03-11-2020,8.376,9.7506,10.7892
4132,04-11-2020,8.4546,9.8802,10.9473
4133,05-11-2020,8.4553,9.8715,10.9532
4134,06-11-2020,8.4417,9.9416,10.98
4135,09-11-2020,8.4613,10.0279,11.0973
4136,10-11-2020,8.1778,9.7173,10.7433
4137,11-11-2020,8.2358,9.7278,10.8705
4138,12-11-2020,8.0477,9.4921,10.66
4139,13-11-2020,7.7896,9.1861,10.248
4140,16-11-2020,7.6297,9.0169,10.0274
4141,17-11-2020,7.6751,9.093,10.1135
4142,18-11-2020,7.7393,9.1836,10.2212
4143,19-11-2020,7.7195,9.1701,10.2343
4144,20-11-2020,7.6699,9.0783,10.1317
4145,23-11-2020,7.5785,8.995,10.0397
4146,24-11-2020,7.7593,9.2197,10.3438
4147,25-11-2020,7.917,9.3956,10.553
4148,26-11-2020,7.9415,9.4499,10.5773
4149,27-11-2020,7.8945,9.4067,10.5328
4150,30-11-2020,7.7975,9.2988,10.3924
4151,01-12-2020,7.7892,9.3306,10.3728
4152,02-12-2020,7.8412,9.3868,10.461
4153,03-12-2020,7.808,9.4134,10.415
4154,04-12-2020,7.8472,9.5106,10.5048
4155,07-12-2020,7.7796,9.4625,10.4516
4156,08-12-2020,7.8373,9.4913,10.411
4157,09-12-2020,7.8087,9.462,10.402
4158,10-12-2020,7.8203,9.484,10.4807
4159,11-12-2020,7.8499,9.4932,10.4286
4160,14-12-2020,7.9349,9.6241,10.4842
4161,15-12-2020,7.8699,9.5624,10.5264
4162,16-12-2020,7.8331,9.5184,10.4251
4163,17-12-2020,7.7873,9.4908,10.497
4164,18-12-2020,7.751,9.4817,10.5138
4165,21-12-2020,7.6898,9.423,10.3841
4166,22-12-2020,7.6769,9.3504,10.173
4167,23-12-2020,7.6368,9.3347,10.2314
4168,24-12-2020,7.6321,9.303,10.2284
4169,25-12-2020,7.619,9.2948,10.3333
4170,28-12-2020,7.5517,9.2037,10.223
4171,29-12-2020,7.4738,9.137,10.1008
4172,30-12-2020,7.4063,9.0697,9.9761
4173,31-12-2020,7.3405,9.0079,9.9438
4174,01-01-2021,,,
4175,04-01-2021,7.4194,9.1164,10.1142
4176,05-01-2021,7.3602,9.0382,10.0544
4177,06-01-2021,7.3866,9.0656,10.0148
4178,07-01-2021,7.33,9.0397,9.9843
4179,08-01-2021,7.2733,8.9342,9.8641
4180,11-01-2021,7.349,8.9968,9.9667
4181,12-01-2021,7.4431,9.0629,10.029
4182,13-01-2021,7.4608,9.0693,10.1082
4183,14-01-2021,7.4285,9.0552,10.144
4184,15-01-2021,7.3885,8.9815,10.0689
4185,18-01-2021,7.3877,8.9635,10.0685
4186,19-01-2021,7.4952,9.0457,10.1348
4187,20-01-2021,7.4485,9.0235,10.1194
4188,21-01-2021,7.4367,9.0232,10.1559
4189,22-01-2021,7.3836,8.9597,10.1128
4190,25-01-2021,7.3985,9.0044,10.1006
4191,26-01-2021,7.3797,8.9778,10.0926
4192,27-01-2021,7.3835,8.955,10.0587
4193,28-01-2021,7.3544,8.9276,10.0854
4194,29-01-2021,7.3723,8.9216,10.0504
4195,01-02-2021,7.3216,8.8718,10.01
4196,02-02-2021,7.2185,8.7345,9.8916
4197,03-02-2021,7.1372,8.607,9.7488
4198,04-02-2021,7.1498,8.5995,9.7423
4199,05-02-2021,7.1324,8.5559,9.6718
4200,08-02-2021,7.0789,8.4764,9.6735
4201,09-02-2021,7.0663,8.5036,9.6714
4202,10-02-2021,7.0821,8.5664,9.7399
4203,11-02-2021,7.0513,8.5517,9.7395
4204,12-02-2021,7.0404,8.5374,9.7222
4205,15-02-2021,7.0162,8.4977,9.6582
4206,16-02-2021,6.9724,8.4607,9.6755
4207,17-02-2021,6.915,8.4026,9.6141
4208,18-02-2021,7.004,8.4558,9.7038
4209,19-02-2021,6.9527,8.3867,9.6503
4210,22-02-2021,6.9611,8.4407,9.7226
4211,23-02-2021,6.994,8.475,9.7829
4212,24-02-2021,7.0253,8.5418,9.8772
4213,25-02-2021,7.1357,8.6774,10.0912
4214,26-02-2021,7.1924,8.7811,10.166
4215,01-03-2021,7.3708,8.942,10.2477
4216,02-03-2021,7.3029,8.8059,10.1758
4217,03-03-2021,7.3117,8.7855,10.138
4218,04-03-2021,7.3391,8.8679,10.2348
4219,05-03-2021,7.4524,8.9768,10.374
4220,08-03-2021,7.5096,8.9643,10.3747
4221,09-03-2021,7.5939,9.0208,10.482
4222,10-03-2021,7.6403,9.0851,10.5838
4223,11-03-2021,7.5952,9.0315,10.5294
4224,12-03-2021,7.4446,8.8995,10.3672
4225,15-03-2021,7.5709,9.0326,10.5266
4226,16-03-2021,7.5374,8.9912,10.4784
4227,17-03-2021,7.5041,8.954,10.3687
4228,18-03-2021,7.498,8.9242,10.4093
4229,19-03-2021,7.4573,8.9113,10.3985
4230,22-03-2021,7.267,8.6566,10.1064
4231,23-03-2021,7.904,9.4069,10.9343
4232,24-03-2021,7.8082,9.2902,10.7583
4233,25-03-2021,7.9666,9.4257,10.902
4234,26-03-2021,7.9409,9.3778,10.8559
4235,29-03-2021,7.9893,9.415,10.9848
4236,30-03-2021,8.1192,9.5618,11.1957
4237,31-03-2021,8.326,9.7741,11.4324
4238,01-04-2021,8.3258,9.7688,11.4411
4239,02-04-2021,8.1707,9.5898,11.2369
4240,05-04-2021,8.0362,9.4646,11.1005
4241,06-04-2021,8.1394,9.5622,11.2559
4242,07-04-2021,8.1441,9.6191,11.2618
4243,08-04-2021,8.1688,9.7075,11.2625
4244,09-04-2021,8.1518,9.6808,11.1906
4245,12-04-2021,8.1383,9.6777,11.1345
4246,13-04-2021,8.1681,9.7149,11.2039
4247,14-04-2021,8.1383,9.6805,11.1674
4248,15-04-2021,8.0729,9.6558,11.103
4249,16-04-2021,8.0567,9.647,11.0847
4250,19-04-2021,8.0574,9.6524,11.0742
4251,20-04-2021,8.0514,9.6802,11.167
4252,21-04-2021,8.1011,9.7718,11.3097
4253,22-04-2021,8.1433,9.7816,11.3258
4254,23-04-2021,,,
4255,26-04-2021,8.2694,9.9576,11.4841
4256,27-04-2021,8.3295,10.0735,11.5637
4257,28-04-2021,8.231,9.9371,11.413
4258,29-04-2021,8.186,9.8799,11.3398
4259,30-04-2021,8.1753,9.909,11.3852
4260,03-05-2021,8.2311,9.9545,11.4327
4261,04-05-2021,8.292,9.9885,11.4678
4262,05-05-2021,8.3091,9.9837,11.5085
4263,06-05-2021,8.34,10.0109,11.5744
4264,07-05-2021,8.3062,9.9979,11.5309
4265,10-05-2021,8.273,9.9879,11.4919
4266,11-05-2021,8.2457,10.0284,11.5978
4267,12-05-2021,8.2867,10.0727,11.6895
4268,13-05-2021,,,
4269,14-05-2021,,,
4270,17-05-2021,8.2867,10.0727,11.6895
4271,18-05-2021,8.3469,10.1403,11.7492
4272,19-05-2021,,,
4273,20-05-2021,8.3281,10.1667,11.8049
4274,21-05-2021,8.3689,10.2043,11.8009
4275,24-05-2021,8.3554,10.2072,11.8423
4276,25-05-2021,8.3811,10.2278,11.8318
4277,26-05-2021,8.3947,10.2861,11.8826
4278,27-05-2021,8.433,10.3227,11.9189
4279,28-05-2021,8.4323,10.2849,11.8935
4280,31-05-2021,8.5496,10.4147,12.1068
4281,01-06-2021,8.499,10.3629,12.0285
4282,02-06-2021,8.5032,10.3998,12.0514
4283,03-06-2021,8.6066,10.4895,12.1475
4284,04-06-2021,8.6231,10.5091,12.1996
4285,07-06-2021,8.682,10.516,12.2387
4286,08-06-2021,8.6201,10.4825,12.1715
4287,09-06-2021,8.5891,10.4585,12.1276
4288,10-06-2021,8.575,10.4515,12.1354
4289,11-06-2021,8.5313,10.3808,12.0065
4290,14-06-2021,8.3547,10.1615,11.8097
4291,15-06-2021,8.3374,10.0998,11.7348
4292,16-06-2021,8.5474,10.3646,12.0193
4293,17-06-2021,8.5218,10.3327,12.007
4294,18-06-2021,8.6243,10.3072,12.0265
4295,21-06-2021,8.6646,10.3197,12.0129
4296,22-06-2021,8.7497,10.4032,12.1006
4297,23-06-2021,8.7202,10.3722,12.0866
4298,24-06-2021,8.6139,10.2828,12.0119
4299,25-06-2021,8.6593,10.3356,12.0641
4300,28-06-2021,8.6772,10.3646,12.0479
4301,29-06-2021,8.7219,10.4077,12.1165
4302,30-06-2021,8.7052,10.3645,12.0343
4303,01-07-2021,8.6803,10.3249,12.0008
4304,02-07-2021,8.6768,10.2889,11.9532
4305,05-07-2021,8.6797,10.2657,11.9144
4306,06-07-2021,8.665,10.287,11.9824
4307,07-07-2021,8.6515,10.2562,11.9722
4308,08-07-2021,8.6657,10.2469,11.9457
4309,09-07-2021,8.6867,10.2721,11.9461
4310,12-07-2021,8.6715,10.2712,11.9384
4311,13-07-2021,8.6319,10.2354,11.9462
4312,14-07-2021,8.6033,10.1926,11.9041
4313,15-07-2021,,,
4314,16-07-2021,8.6123,10.156,11.9077
4315,19-07-2021,8.5099,10.0483,11.742
4316,20-07-2021,,,
4317,21-07-2021,,,
4318,22-07-2021,,,
4319,23-07-2021,,,
4320,26-07-2021,8.5099,10.0483,11.742
4321,27-07-2021,8.573,10.105,11.789
4322,28-07-2021,8.5604,10.0896,11.7875
4323,29-07-2021,8.5446,10.0929,11.8393
4324,30-07-2021,8.4975,10.0862,11.8338
4325,02-08-2021,8.4139,10.0084,11.7308
4326,03-08-2021,8.385,9.9677,11.6457
4327,04-08-2021,8.3229,9.8906,11.5643
4328,05-08-2021,8.4193,9.9891,11.7123
4329,06-08-2021,8.5262,10.0976,11.8463
4330,09-08-2021,8.5619,10.1149,11.8958
4331,10-08-2021,8.6426,10.1622,11.9714
4332,11-08-2021,8.6205,10.1112,11.9262
4333,12-08-2021,8.6244,10.1014,11.8977
4334,13-08-2021,8.5723,10.064,11.8612
4335,16-08-2021,8.5359,10.0251,11.7644
4336,17-08-2021,8.4681,9.9762,11.7146
4337,18-08-2021,8.4141,9.9022,11.5906
4338,19-08-2021,8.4632,9.9174,11.6189
4339,20-08-2021,8.5111,9.9491,11.6324
4340,23-08-2021,8.5254,9.9551,11.5903
4341,24-08-2021,8.4572,9.9144,11.5361
4342,25-08-2021,8.4132,9.8728,11.5221
4343,26-08-2021,8.3797,9.8404,11.4774
4344,27-08-2021,8.3578,9.8352,11.4647
4345,30-08-2021,,,
4346,31-08-2021,8.3753,9.8494,11.4631
4347,01-09-2021,8.3043,9.8228,11.4225
4348,02-09-2021,8.2876,9.791,11.3819
4349,03-09-2021,8.2633,9.7911,11.3749
4350,06-09-2021,8.295,9.8492,11.452
4351,07-09-2021,8.2767,9.8199,11.4368
4352,08-09-2021,8.2981,9.8506,11.4403
4353,09-09-2021,8.4063,9.9394,11.5501
4354,10-09-2021,8.4655,10.0142,11.6671
4355,13-09-2021,8.4044,9.9478,11.64
4356,14-09-2021,8.4441,9.9496,11.6493
4357,15-09-2021,8.4314,9.9615,11.6686
4358,16-09-2021,8.4272,9.9616,11.6333
4359,17-09-2021,8.4402,9.9382,11.6476
4360,20-09-2021,8.5678,10.0921,11.7976
4361,21-09-2021,8.6648,10.1467,11.8298
4362,22-09-2021,8.6301,10.1272,11.7875
4363,23-09-2021,8.6349,10.1291,11.7585
4364,24-09-2021,8.6584,10.1456,11.8191
4365,27-09-2021,8.824,10.3526,12.0717
4366,28-09-2021,8.8355,10.3364,12.0759
4367,29-09-2021,8.8585,10.3486,12.0686
4368,30-09-2021,8.8433,10.3135,11.9292
4369,01-10-2021,8.8785,10.2933,11.9175
4370,04-10-2021,8.8469,10.2484,11.915
4371,05-10-2021,8.8522,10.2822,11.9972
4372,06-10-2021,8.8444,10.2583,12.0225
4373,07-10-2021,8.9065,10.2876,12.0644
4374,08-10-2021,8.8609,10.2469,12.0252
4375,11-10-2021,8.8982,10.2832,12.0904
4376,12-10-2021,8.9367,10.3398,12.1689
4377,13-10-2021,8.9996,10.4026,12.2237
4378,14-10-2021,9.0222,10.4268,12.2703
4379,15-10-2021,9.1416,10.612,12.5098
4380,18-10-2021,9.1993,10.6785,12.6071
4381,19-10-2021,9.2667,10.7375,12.7042
4382,20-10-2021,9.2845,10.8237,12.7928
4383,21-10-2021,9.314,10.8308,12.8022
4384,22-10-2021,9.2857,10.8108,12.799
4385,25-10-2021,9.586,11.1566,13.199
4386,26-10-2021,9.7362,11.3283,13.3814
4387,27-10-2021,9.4575,10.9812,13.0228
4388,28-10-2021,9.4813,10.998,13.0023
4389,29-10-2021,,,
4390,01-11-2021,9.4813,10.998,13.0023
4391,02-11-2021,9.5287,11.0216,12.9943
4392,03-11-2021,9.5171,11.0413,12.9644
4393,04-11-2021,9.657,11.1892,13.1399
4394,05-11-2021,9.6884,11.199,13.1956
4395,08-11-2021,9.7,11.1995,13.0355
4396,09-11-2021,9.6848,11.2013,13.0434
4397,10-11-2021,9.7029,11.2469,13.1513
4398,11-11-2021,9.7812,11.3156,13.2194
4399,12-11-2021,9.917,11.3726,13.2646
4400,15-11-2021,9.9105,11.3448,13.2486
4401,16-11-2021,9.9804,11.4282,13.3758
4402,17-11-2021,10.1671,11.5606,13.6541
4403,18-11-2021,10.3993,11.7627,13.9566
4404,19-11-2021,10.6963,12.1224,14.4111
4405,22-11-2021,11.0266,12.4815,14.8155
4406,23-11-2021,11.1712,12.5938,14.9805
4407,24-11-2021,12.1556,13.6789,16.2331
4408,25-11-2021,12.6082,14.1524,16.8244
4409,26-11-2021,12.0001,13.464,15.9749
4410,29-11-2021,12.0786,13.5971,16.0528
4411,30-11-2021,12.6595,14.2793,16.8587
4412,01-12-2021,12.9387,14.6798,17.2354
4413,02-12-2021,13.3363,15.1049,17.7259
4414,03-12-2021,13.4067,15.1838,17.812
4415,06-12-2021,13.6801,15.4548,18.1352
4416,07-12-2021,13.774,15.5503,18.222
4417,08-12-2021,13.6667,15.4101,18.0992
4418,09-12-2021,13.6241,15.3754,18.001
4419,10-12-2021,13.7432,15.5577,18.1087
4420,13-12-2021,13.8346,15.6094,18.2387
4421,14-12-2021,14.2465,16.0663,18.8303
4422,15-12-2021,14.1745,16.0096,18.7122
4423,16-12-2021,14.635,16.494,19.3747
4424,17-12-2021,15.2118,17.1957,20.1644
4425,20-12-2021,16.3358,18.5044,21.7046
4426,21-12-2021,17.4731,19.6788,23.0334
4427,22-12-2021,13.0226,14.7024,17.2084
4428,23-12-2021,12.4535,14.0483,16.5162
4429,24-12-2021,11.4508,12.9683,15.3095
4430,27-12-2021,11.7278,13.2926,15.6985
4431,28-12-2021,11.39,12.8903,15.2412
4432,29-12-2021,11.8302,13.4,15.8766
4433,30-12-2021,12.2219,13.8011,16.38
4434,31-12-2021,12.9775,14.6823,17.453
4435,03-01-2022,13.329,15.0867,17.9667
4436,04-01-2022,13.4221,15.2342,18.1055
4437,05-01-2022,13.1873,14.8902,17.7619
4438,06-01-2022,13.3687,15.1137,18.0669
4439,07-01-2022,13.6352,15.4105,18.397
4440,10-01-2022,13.7526,15.5501,18.5989
4441,11-01-2022,13.7195,15.5443,18.6072
4442,12-01-2022,13.7314,15.5689,18.6418
4443,13-01-2022,13.7209,15.5908,18.67
4444,14-01-2022,13.54,15.5177,18.5599
4445,17-01-2022,13.5054,15.4799,18.5101
4446,18-01-2022,13.4788,15.394,18.4021
4447,19-01-2022,13.5109,15.395,18.3819
4448,20-01-2022,13.5703,15.3848,18.4387
4449,21-01-2022,13.4431,15.2577,18.2821
4450,24-01-2022,13.402,15.1892,18.1574
4451,25-01-2022,13.3846,15.1506,18.0694
4452,26-01-2022,13.5,15.2425,18.1596
4453,27-01-2022,13.5029,15.2404,18.2062
4454,28-01-2022,13.5932,15.2159,18.2046
4455,31-01-2022,13.6066,15.1536,18.1861
4456,01-02-2022,13.4015,14.9676,17.9683
4457,02-02-2022,13.367,15.0503,17.9908
4458,03-02-2022,13.4287,15.1653,18.1535
4459,04-02-2022,13.5543,15.3002,18.3425
4460,07-02-2022,13.5336,15.5162,18.3391
4461,08-02-2022,13.5429,15.4812,18.2807
4462,09-02-2022,13.616,15.5412,18.4061
4463,10-02-2022,13.5675,15.5002,18.3765
4464,11-02-2022,13.5322,15.4713,18.3151
4465,14-02-2022,13.4933,15.3674,18.2544
4466,15-02-2022,13.5378,15.327,18.2728
4467,16-02-2022,13.6032,15.4218,18.3942
4468,17-02-2022,13.6154,15.4927,18.4319
4469,18-02-2022,13.6035,15.462,18.4676
4470,21-02-2022,13.6118,15.4745,18.5103
4471,22-02-2022,13.6123,15.4651,18.521
4472,23-02-2022,13.7447,15.5648,18.6243
4473,24-02-2022,13.7849,15.6358,18.7153
4474,25-02-2022,14.2324,15.9627,19.1082
4475,28-02-2022,14.0395,15.7097,18.7694
4476,01-03-2022,13.8286,15.4724,18.474
4477,02-03-2022,13.8854,15.5556,18.5961
4478,03-03-2022,14.0386,15.5729,18.6493
4479,04-03-2022,14.112,15.6521,18.8607
4480,07-03-2022,14.1766,15.6017,18.84
4481,08-03-2022,14.3012,15.5309,18.8178
4482,09-03-2022,14.4728,15.7502,18.9437
4483,10-03-2022,14.6061,15.9918,19.1576
4484,11-03-2022,14.7435,16.2842,19.3844
4485,14-03-2022,14.9042,16.3758,19.4655
4486,15-03-2022,14.7624,16.1627,19.2105
4487,16-03-2022,14.7503,16.217,19.1976
4488,17-03-2022,14.6758,16.1254,19.1368
4489,18-03-2022,14.6697,16.2065,19.3043
4490,21-03-2022,14.764,16.3261,19.3724
4491,22-03-2022,14.816,16.3668,19.4454
4492,23-03-2022,14.8041,16.2734,19.473
4493,24-03-2022,14.8063,16.2985,19.564
4494,25-03-2022,14.8234,16.2825,19.5109
4495,28-03-2022,14.8068,16.3136,19.4913
4496,29-03-2022,14.8221,16.262,19.4497
4497,30-03-2022,14.7933,16.3117,19.3392
4498,31-03-2022,14.6458,16.3086,19.2129
4499,01-04-2022,14.6371,16.2855,19.1807
4500,04-04-2022,14.6609,16.2145,19.2161
4501,05-04-2022,14.6862,16.1796,19.2257
4502,06-04-2022,14.6955,16.1262,19.2635
4503,07-04-2022,14.7176,16.0543,19.2205
4504,08-04-2022,14.7289,16.0523,19.2342
4505,11-04-2022,14.7213,16.0012,19.1645
4506,12-04-2022,14.7162,16.0497,19.1417
4507,13-04-2022,14.6633,15.933,19.0482
4508,14-04-2022,14.5604,15.7713,18.8964
4509,15-04-2022,14.5933,15.9114,19.1323
4510,18-04-2022,14.6181,15.8056,19.0706
4511,19-04-2022,14.6252,15.7912,19.0113
4512,20-04-2022,14.6343,15.801,19.0261
4513,21-04-2022,14.6424,15.8633,19.0507
4514,22-04-2022,14.6605,15.9909,19.1189
4515,25-04-2022,14.7068,15.9017,18.9495
4516,26-04-2022,14.7439,15.8262,18.7454
4517,27-04-2022,14.767,15.7779,18.744
